candidate_id,brand,name,concentration,launch_year,stratum,difficulty,priority,official_domain
c470,Une Nuit Nomade,Memory Motel,,,niche,normal,90,unenuitnomade.com
c471,Chanel,Pour Monsieur,,,mainstream,normal,90,chanel.com
c472,Dior,Dior Homme Cologne,,,mainstream,normal,90,dior.com
c473,Yves Saint Laurent,Y Eau de Parfum Intense,,,mainstream,normal,90,yslbeautyus.com
c474,Giorgio Armani,Armani Code,,,mainstream,normal,90,giorgioarmanibeauty-usa.com
c475,Prada,Prada L'Homme L'Eau,,,mainstream,normal,90,prada-beauty.com
c476,Valentino,Valentino Uomo Intense,,,mainstream,normal,90,valentino-beauty.us
c477,Jean Paul Gaultier,Scandal Pour Homme,,,mainstream,normal,90,jeanpaulgaultier.com
c478,Rabanne,Invictus Platinum,,,mainstream,normal,90,rabanne.com
c479,Versace,Man Eau Fraîche,,,mainstream,normal,90,versace.com
c480,Dolce & Gabbana,Light Blue Summer Vibes Pour Homme,,,mainstream,normal,90,dolcegabbana.com
c481,Burberry,Mr. Burberry Indigo,,,mainstream,normal,90,burberry.com
c482,Givenchy,Gentleman Society Ambrée,,,mainstream,normal,90,givenchybeauty.com
c483,Gucci,Bloom,,,mainstream,normal,90,gucci.com
c484,Tom Ford,Ombré Leather Parfum,,,mainstream,normal,90,tomfordbeauty.com
c485,Maison Francis Kurkdjian,Aqua Universalis,,,niche,normal,90,franciskurkdjian.com
c486,Parfums de Marly,Percival,,,niche,normal,90,parfums-de-marly.com
c487,Creed,Himalaya,,,niche,normal,90,creedboutique.com
c488,Amouage,Epic Man,,,niche,normal,90,amouage.com
c489,Xerjoff,Alexandria III,,,niche,normal,90,xerjoff.com
c490,Initio Parfums Privés,Absolute Aphrodisiac,,,niche,normal,90,initioparfums.com
c491,Nishane,Fan Your Flames,,,niche,normal,90,nishane.com
c492,By Kilian,Good Girl Gone Bad,,,niche,normal,90,bykilian.com
c493,Le Labo,Lys 41,,,nonstandard_notes,hard,90,lelabofragrances.com
c494,Diptyque,Do Son Eau de Parfum,,,niche,normal,90,diptyqueparis.com
c495,Frederic Malle,Cologne Indélébile,,,niche,normal,90,fredericmalle.com
c496,Roja Parfums,Apex,,,niche,normal,90,rojaparfums.com
c497,Ormonde Jayne,Muscat,,,niche,normal,90,ormondejayne.com
c498,Tauer Perfumes,L'Air des Alpes Suisses,,,hard_case,hard,90,tauerperfumes.com
c499,Nasomatto,Silver Musk,,,hard_case,hard,90,nasomatto.com
c500,Orto Parisi,Stercus,,,hard_case,hard,90,ortoparisi.com
c501,Mancera,Coco Vanille,,,niche,normal,90,manceraparfums.com
c502,Montale,Roses Musk,,,niche,normal,90,montaleparfums.com
c503,Essential Parfums,Rose Magnetic,,,niche,normal,90,essentialparfums.com
c504,BDK Parfums,Citrus Riviera,,,niche,normal,90,bdkparfums.com
c505,Goldfield & Banks,Southern Bloom,,,niche,normal,90,goldfieldandbanks.com
c506,Maison Crivelli,Iris Malikhân,,,hard_case,hard,90,maisoncrivelli.com
c507,Liquides Imaginaires,Sancti,,,niche,normal,90,liquidesimaginaires.com
c508,Memo Paris,Ocean Leather,,,niche,normal,90,memoparis.com
c509,Penhaligon's,Much Ado About the Duke,,,niche,normal,90,penhaligons.com
c510,Acqua di Parma,Arancia di Capri,,,mainstream,normal,90,acquadiparma.com
c511,Bvlgari,Le Gemme Falkar,,,mainstream,normal,90,bulgari.com
c512,Carolina Herrera,212 Sexy Men,,,mainstream,normal,90,carolinaherrera.com
c513,Azzaro,Chrome Extreme,,,mainstream,normal,90,azzaro.com
c514,Viktor&Rolf,Flowerbomb,,,mainstream,normal,90,viktor-rolf.com
c515,Mugler,Angel Elixir,,,mainstream,normal,90,mugler.com
c516,Narciso Rodriguez,Narciso Poudrée,,,mainstream,normal,90,narcisorodriguezparfums.com
c517,Jo Malone London,Pomegranate Noir,,,mainstream,normal,90,jomalone.com
c518,Byredo,Bibliothèque,,,niche,normal,90,byredo.com
c519,Maison Margiela,Replica Bubble Bath,,,niche,normal,90,maisonmargiela-fragrances.us
c520,Aesop,Rozu,,,niche,normal,90,aesop.com
c521,Escentric Molecules,Molecule 01 + Ginger,,,nonstandard_notes,hard,90,escentric.com
c522,Juliette Has a Gun,Musc Invisible,,,niche,normal,90,juliettehasagun.com
c523,Comme des Garçons,Copper,,,nonstandard_notes,hard,90,commedesgarconsparfums.com
c524,Guerlain,Habit Rouge Rouge Privé,,,mainstream,normal,90,guerlain.com
c525,Hermès,Voyage d'Hermès Parfum,,,mainstream,normal,90,hermes.com
c526,Louis Vuitton,Afternoon Swim,,,mainstream,normal,90,us.louisvuitton.com
c527,Ex Nihilo,Atlas Fever,,,niche,normal,90,ex-nihilo-paris.com
c528,Matiere Premiere,Neroli Oranger,,,niche,normal,90,matiere-premiere.com
c529,Fragrance Du Bois,New York Intense,,,niche,normal,90,fragrancedubois.com
c530,Atelier des Ors,Riviera Collection Pomelo Riviera,,,niche,normal,90,atelierdesors.com
c531,Etat Libre d'Orange,Spice Must Flow,,,hard_case,hard,90,etatlibredorange.com
c532,Zoologist,Camel,,,nonstandard_notes,hard,90,zoologistperfumes.com
c533,Imaginary Authors,Yesterday Haze,,,nonstandard_notes,hard,90,imaginaryauthors.com
c534,Serge Lutens,Un Bois Vanille,,,niche,normal,90,sergelutens.com
c535,Kayali,Invite Only Amber 23,,,niche,normal,90,kayali.com
c536,Lattafa,Yara Tous,,,niche,normal,90,lattafa.com
c537,Une Nuit Nomade,Mr. Vetiver,,,niche,normal,90,unenuitnomade.com
c538,Chanel,Allure Homme,,,mainstream,normal,90,chanel.com
c539,Dior,Dior Homme Sport,,,mainstream,normal,90,dior.com
c540,Yves Saint Laurent,Y Elixir,,,mainstream,normal,90,yslbeautyus.com
c541,Giorgio Armani,Armani Code Parfum,,,mainstream,normal,90,giorgioarmanibeauty-usa.com
c542,Prada,Prada Amber Pour Homme,,,mainstream,normal,90,prada-beauty.com
c543,Valentino,Donna Born in Roma,,,mainstream,normal,90,valentino-beauty.us
c544,Jean Paul Gaultier,Scandal Pour Homme Le Parfum,,,mainstream,normal,90,jeanpaulgaultier.com
c545,Rabanne,Invictus Victory,,,mainstream,normal,90,rabanne.com
c546,Versace,Blue Jeans,,,mainstream,normal,90,versace.com
c547,Dolce & Gabbana,K by Dolce & Gabbana Parfum,,,mainstream,normal,90,dolcegabbana.com
c548,Burberry,Burberry Goddess,,,mainstream,normal,90,burberry.com
c549,Givenchy,Pi,,,mainstream,normal,90,givenchybeauty.com
c550,Gucci,Bloom Ambrosia di Fiori,,,mainstream,normal,90,gucci.com
c551,Tom Ford,Neroli Portofino,,,mainstream,normal,90,tomfordbeauty.com
c552,Maison Francis Kurkdjian,Aqua Universalis Cologne forte,,,niche,normal,90,franciskurkdjian.com
c553,Parfums de Marly,Haltane,,,niche,normal,90,parfums-de-marly.com
c554,Creed,Original Vetiver,,,niche,normal,90,creedboutique.com
c555,Amouage,Lyric Man,,,niche,normal,90,amouage.com
c556,Xerjoff,Uden,,,niche,normal,90,xerjoff.com
c557,Initio Parfums Privés,Blessed Baraka,,,niche,normal,90,initioparfums.com
c558,Nishane,Fan Your Flames X,,,niche,normal,90,nishane.com
c559,By Kilian,Good Girl Gone Bad Extreme,,,niche,normal,90,bykilian.com
c560,Le Labo,Ylang 49,,,nonstandard_notes,hard,90,lelabofragrances.com
c561,Diptyque,Fleur de Peau,,,niche,normal,90,diptyqueparis.com
c562,Frederic Malle,Bigarade Concentrée,,,niche,normal,90,fredericmalle.com
c563,Roja Parfums,Apex Parfum,,,niche,normal,90,rojaparfums.com
c564,Ormonde Jayne,Levant,,,niche,normal,90,ormondejayne.com
c565,Tauer Perfumes,Golestan,,,hard_case,hard,90,tauerperfumes.com
c566,Nasomatto,Hindu Grass,,,hard_case,hard,90,nasomatto.com
c567,Orto Parisi,Viride,,,hard_case,hard,90,ortoparisi.com
c568,Mancera,Sicily,,,niche,normal,90,manceraparfums.com
c569,Montale,Starry Nights,,,niche,normal,90,montaleparfums.com
c570,Essential Parfums,Mon Vetiver,,,niche,normal,90,essentialparfums.com
c571,BDK Parfums,Villa Néroli,,,niche,normal,90,bdkparfums.com
c572,Goldfield & Banks,White Sandalwood,,,niche,normal,90,goldfieldandbanks.com
c573,Maison Crivelli,Lys Sølaberg,,,hard_case,hard,90,maisoncrivelli.com
c574,Liquides Imaginaires,Tumultu,,,niche,normal,90,liquidesimaginaires.com
c575,Memo Paris,Argentina,,,niche,normal,90,memoparis.com
c576,Penhaligon's,Terrible Teddy,,,niche,normal,90,penhaligons.com
c577,Acqua di Parma,Bergamotto di Calabria,,,mainstream,normal,90,acquadiparma.com
c578,Bvlgari,Le Gemme Onekh,,,mainstream,normal,90,bulgari.com
c579,Carolina Herrera,212 VIP Men,,,mainstream,normal,90,carolinaherrera.com
c580,Azzaro,Chrome Aqua,,,mainstream,normal,90,azzaro.com
c581,Viktor&Rolf,Flowerbomb Ruby Orchid,,,mainstream,normal,90,viktor-rolf.com
c582,Mugler,Angel Nova,,,mainstream,normal,90,mugler.com
c583,Narciso Rodriguez,Narciso Rouge,,,mainstream,normal,90,narcisorodriguezparfums.com
c584,Jo Malone London,Oud & Bergamot,,,mainstream,normal,90,jomalone.com
c585,Byredo,Black Saffron,,,niche,normal,90,byredo.com
c586,Maison Margiela,Replica Coffee Break,,,niche,normal,90,maisonmargiela-fragrances.us
c587,Aesop,Gloam,,,niche,normal,90,aesop.com
c588,Escentric Molecules,Molecule 03,,,nonstandard_notes,hard,90,escentric.com
c589,Juliette Has a Gun,Sunny Side Up,,,niche,normal,90,juliettehasagun.com
c590,Comme des Garçons,Floriental,,,nonstandard_notes,hard,90,commedesgarconsparfums.com
c591,Guerlain,Vetiver,,,mainstream,normal,90,guerlain.com
c592,Hermès,Bel Ami,,,mainstream,normal,90,hermes.com
c593,Louis Vuitton,Pacific Chill,,,mainstream,normal,90,us.louisvuitton.com
c594,Ex Nihilo,Gold Immortals,,,niche,normal,90,ex-nihilo-paris.com
c595,Matiere Premiere,Cologne Cedrat,,,niche,normal,90,matiere-premiere.com
c596,Fragrance Du Bois,Parisian,,,niche,normal,90,fragrancedubois.com
c597,Atelier des Ors,Bois Sikar,,,niche,normal,90,atelierdesors.com
c598,Etat Libre d'Orange,Soul of My Soul,,,hard_case,hard,90,etatlibredorange.com
c599,Zoologist,Elephant,,,nonstandard_notes,hard,90,zoologistperfumes.com
c600,Imaginary Authors,The Soft Lawn,,,nonstandard_notes,hard,90,imaginaryauthors.com
c601,Serge Lutens,Five O'Clock Au Gingembre,,,niche,normal,90,sergelutens.com
c602,Kayali,Déjà Vu White Flower 57,,,niche,normal,90,kayali.com
c603,Lattafa,Yara Candy,,,niche,normal,90,lattafa.com
c604,Une Nuit Nomade,Click Song,,,niche,normal,90,unenuitnomade.com
c605,Chanel,Allure Homme Edition Blanche,,,mainstream,normal,90,chanel.com
c606,Dior,Dior Homme Original,,,mainstream,normal,90,dior.com
c607,Yves Saint Laurent,MYSLF L'Absolu,,,mainstream,normal,90,yslbeautyus.com
c608,Giorgio Armani,Armani Code Eau de Parfum,,,mainstream,normal,90,giorgioarmanibeauty-usa.com
c609,Prada,Infusion d'Iris,,,mainstream,normal,90,prada-beauty.com
c610,Valentino,Donna Born in Roma Intense,,,mainstream,normal,90,valentino-beauty.us
c611,Jean Paul Gaultier,Scandal Pour Homme Absolu,,,mainstream,normal,90,jeanpaulgaultier.com
c612,Rabanne,Invictus Parfum,,,mainstream,normal,90,rabanne.com
c613,Versace,Crystal Noir,,,mainstream,normal,90,versace.com
c614,Dolce & Gabbana,Devotion,,,mainstream,normal,90,dolcegabbana.com
c615,Burberry,Burberry Goddess Intense,,,mainstream,normal,90,burberry.com
c616,Givenchy,Xeryus Rouge,,,mainstream,normal,90,givenchybeauty.com
c617,Gucci,Flora Gorgeous Gardenia,,,mainstream,normal,90,gucci.com
c618,Tom Ford,Mandarino di Amalfi,,,mainstream,normal,90,tomfordbeauty.com
c619,Maison Francis Kurkdjian,Aqua Vitae Cologne forte,,,niche,normal,90,franciskurkdjian.com
c620,Parfums de Marly,Oajan,,,niche,normal,90,parfums-de-marly.com
c621,Creed,Original Santal,,,niche,normal,90,creedboutique.com
c622,Amouage,Memoir Man,,,niche,normal,90,amouage.com
c623,Xerjoff,Uden Overdose,,,niche,normal,90,xerjoff.com
c624,Initio Parfums Privés,High Frequency,,,niche,normal,90,initioparfums.com
c625,Nishane,Kredo,,,niche,normal,90,nishane.com
c626,By Kilian,Intoxicated,,,niche,normal,90,bykilian.com
c627,Le Labo,Baie 19,,,nonstandard_notes,hard,90,lelabofragrances.com
c628,Diptyque,Eau Capitale,,,niche,normal,90,diptyqueparis.com
c629,Frederic Malle,Monsieur.,,,niche,normal,90,fredericmalle.com
c630,Roja Parfums,Oceania,,,niche,normal,90,rojaparfums.com
c631,Ormonde Jayne,Damask,,,niche,normal,90,ormondejayne.com
c632,Tauer Perfumes,Cologne du Maghreb,,,hard_case,hard,90,tauerperfumes.com
c633,Nasomatto,China White,,,hard_case,hard,90,nasomatto.com
c634,Mancera,Wind Wood,,,niche,normal,90,manceraparfums.com
c635,Montale,Infinity,,,niche,normal,90,montaleparfums.com
c636,Essential Parfums,Patchouli Mania,,,niche,normal,90,essentialparfums.com
c637,BDK Parfums,Tubéreuse Impériale,,,niche,normal,90,bdkparfums.com
c638,Goldfield & Banks,Sunset Hour,,,niche,normal,90,goldfieldandbanks.com
c639,Maison Crivelli,Patchouli Magnetik,,,hard_case,hard,90,maisoncrivelli.com
c640,Liquides Imaginaires,L'Ile Pourpre,,,niche,normal,90,liquidesimaginaires.com
c641,Memo Paris,Sintra,,,niche,normal,90,memoparis.com
c642,Penhaligon's,Changing Constance,,,niche,normal,90,penhaligons.com
c643,Acqua di Parma,Mirto di Panarea,,,mainstream,normal,90,acquadiparma.com
c644,Bvlgari,Le Gemme Orom,,,mainstream,normal,90,bulgari.com
c645,Carolina Herrera,212 VIP Black Elixir,,,mainstream,normal,90,carolinaherrera.com
c646,Azzaro,Chrome United,,,mainstream,normal,90,azzaro.com
c647,Viktor&Rolf,Flowerbomb Tiger Lily,,,mainstream,normal,90,viktor-rolf.com
c648,Mugler,Aura Mugler,,,mainstream,normal,90,mugler.com
c649,Narciso Rodriguez,Narciso Ambrée,,,mainstream,normal,90,narcisorodriguezparfums.com
c650,Jo Malone London,Cypress & Grapevine,,,mainstream,normal,90,jomalone.com
